# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 29 21:45:42 2019
#
# User preference: *
#
# CONSTRAINT:  order by pl_pelink asc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_trandep,pl_trandur,pl_tranmid,pl_disc,pl_facility,pl_pelink,pl_edelink
2354,Kepler-215,b,Kepler-215 b,Transit,0,4,9.36067200,0.084000,,,,,0.145,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.90,492.90,13.580,Kepler-band,13.555,5739.00,,1.03,2014-05-14,,0.1265000,2455004.967190,2014,Kepler,http://exoplanet.eu/catalog/kepler-215_b/,http://exoplanets.org/detail/Kepler-215_b
2355,Kepler-215,c,Kepler-215 c,Transit,0,4,14.66710800,0.113000,,,,,0.158,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.90,492.90,13.580,Kepler-band,13.555,5739.00,,1.03,2014-05-14,,0.1606000,2454978.423810,2014,Kepler,http://exoplanet.eu/catalog/kepler-215_c/,http://exoplanets.org/detail/Kepler-215_c
2356,Kepler-215,d,Kepler-215 d,Transit,0,4,30.86442300,0.185000,,,,,0.213,,1,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.90,492.90,13.580,Kepler-band,13.555,5739.00,,1.03,2014-05-14,,0.1133000,2455005.933090,2014,Kepler,http://exoplanet.eu/catalog/kepler-215_d/,http://exoplanets.org/detail/Kepler-215_d
2357,Kepler-215,e,Kepler-215 e,Transit,0,4,68.16101000,0.314000,,,,,0.156,,0,1,0,1,19h39m53.64s,294.973509,+45d12m49.3s,45.213688,492.90,492.90,13.580,Kepler-band,13.555,5739.00,,1.03,2014-05-14,,0.2356000,2455020.032470,2014,Kepler,http://exoplanet.eu/catalog/kepler-215_e/,http://exoplanets.org/detail/Kepler-215_e
2358,Kepler-216,b,Kepler-216 b,Transit,0,2,7.69364100,0.079000,,,,,0.210,,0,1,0,1,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,1229.44,1229.44,13.998,Kepler-band,13.961,6091.00,,1.26,2014-05-14,,0.2104000,2455009.501060,2014,Kepler,http://exoplanet.eu/catalog/kepler-216_b/,http://exoplanets.org/detail/Kepler-216_b
2359,Kepler-216,c,Kepler-216 c,Transit,0,2,17.40666900,0.136000,,,,,0.271,,0,1,0,1,19h34m54.74s,293.728072,+46d07m45.0s,46.129154,1229.44,1229.44,13.998,Kepler-band,13.961,6091.00,,1.26,2014-05-14,,0.2862000,2455004.006070,2014,Kepler,http://exoplanet.eu/catalog/kepler-216_c/,http://exoplanets.org/detail/Kepler-216_c
2360,Kepler-217,b,Kepler-217 b,Transit,0,3,5.37494300,0.065000,,,,,0.199,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,1140.95,13.294,Kepler-band,13.121,6171.00,,1.80,2014-05-14,,0.1671000,2455003.933240,2014,Kepler,http://exoplanet.eu/catalog/kepler-217_b/,http://exoplanets.org/detail/Kepler-217_b
2361,Kepler-217,c,Kepler-217 c,Transit,0,3,8.58600400,0.089000,,,,,0.165,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,1140.95,13.294,Kepler-band,13.121,6171.00,,1.80,2014-05-14,,0.1398000,2454970.960960,2014,Kepler,http://exoplanet.eu/catalog/kepler-217_c/,http://exoplanets.org/detail/Kepler-217_c
2362,Kepler-217,d,Kepler-217 d,Transit,0,3,3.88689525,,,,,,0.118,,0,1,0,1,19h32m09.06s,293.037744,+46d16m39.0s,46.277508,1140.95,1140.95,13.294,Kepler-band,13.121,6171.00,,1.80,2016-05-10,,0.1524200,2454965.493870,2016,Kepler,http://exoplanet.eu/catalog/kepler-217_d/,
2363,Kepler-218,b,Kepler-218 b,Transit,0,3,3.61933700,0.046000,,,,,0.132,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,669.02,13.967,Kepler-band,13.907,5502.00,,1.06,2014-05-14,,0.1256000,2454968.438010,2014,Kepler,http://exoplanet.eu/catalog/kepler-218_b/,http://exoplanets.org/detail/Kepler-218_b
2364,Kepler-218,c,Kepler-218 c,Transit,0,3,44.69957600,0.248000,,,,,0.280,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,669.02,13.967,Kepler-band,13.907,5502.00,,1.06,2014-05-14,,0.2613000,2455007.822350,2014,Kepler,http://exoplanet.eu/catalog/kepler-218_c/,http://exoplanets.org/detail/Kepler-218_c
2365,Kepler-218,d,Kepler-218 d,Transit,0,3,124.52446470,,,,,,0.237,,0,1,0,1,19h41m39.07s,295.412811,+46d15m59.3s,46.266472,669.02,669.02,13.967,Kepler-band,13.907,5502.00,,1.06,2016-05-10,,0.3999200,2455087.180100,2016,Kepler,http://exoplanet.eu/catalog/kepler-218_d/,
2366,Kepler-219,b,Kepler-219 b,Transit,0,3,4.58551200,0.057000,,,,,0.263,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,805.30,805.30,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,,0.1363000,2455002.856800,2014,Kepler,http://exoplanet.eu/catalog/kepler-219_b/,http://exoplanets.org/detail/Kepler-219_b
2367,Kepler-219,c,Kepler-219 c,Transit,0,3,22.71461300,0.165000,,,,,0.319,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,805.30,805.30,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,,0.2420000,2454980.291080,2014,Kepler,http://exoplanet.eu/catalog/kepler-219_c/,http://exoplanets.org/detail/Kepler-219_c
2368,Kepler-219,d,Kepler-219 d,Transit,0,3,47.90364500,0.272000,,,,,0.251,,0,1,0,1,19h14m57.36s,288.738980,+46d45m45.2s,46.762558,805.30,805.30,13.764,Kepler-band,13.718,5786.00,,1.49,2014-05-14,,0.2383000,2454974.982570,2014,Kepler,http://exoplanet.eu/catalog/kepler-219_d/,http://exoplanets.org/detail/Kepler-219_d
2369,Kepler-22,b,Kepler-22 b,Transit,0,1,289.86230000,0.849000,0.000000,89.764,0.11300,Mass,0.212,14.70000,0,1,0,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.00,195.74,11.664,Kepler-band,11.644,5518.00,0.97,0.98,2014-05-14,,0.3090000,2454966.698300,2011,Kepler,http://exoplanet.eu/catalog/kepler-22_b/,http://exoplanets.org/detail/Kepler-22_b
2370,Kepler-220,b,Kepler-220 b,Transit,0,4,4.15980700,0.046000,,,,,0.072,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,171.96,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,,0.0677000,2454966.786460,2014,Kepler,http://exoplanet.eu/catalog/kepler-220_b/,http://exoplanets.org/detail/Kepler-220_b
2371,Kepler-220,c,Kepler-220 c,Transit,0,4,9.03419900,0.076000,,,,,0.140,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,171.96,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,,0.0619000,2455004.014250,2014,Kepler,http://exoplanet.eu/catalog/kepler-220_c/,http://exoplanets.org/detail/Kepler-220_c
2372,Kepler-220,d,Kepler-220 d,Transit,0,4,28.12239700,0.163000,,,,,0.087,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,171.96,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,,0.1710000,2454979.918830,2014,Kepler,http://exoplanet.eu/catalog/kepler-220_d/,http://exoplanets.org/detail/Kepler-220_d
2373,Kepler-220,e,Kepler-220 e,Transit,0,4,45.90273300,0.226000,,,,,0.119,,0,1,0,1,19h26m01.50s,291.506237,+46d53m44.8s,46.895779,171.96,171.96,13.177,Kepler-band,12.857,4632.00,,0.67,2014-05-14,,0.2120000,2454999.562510,2014,Kepler,http://exoplanet.eu/catalog/kepler-220_e/,http://exoplanets.org/detail/Kepler-220_e
2374,Kepler-221,b,Kepler-221 b,Transit,0,4,2.79590600,0.037000,,,,,0.153,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,389.55,389.55,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,,0.0860000,2454965.729290,2014,Kepler,http://exoplanet.eu/catalog/kepler-221_b/,http://exoplanets.org/detail/Kepler-221_b
2375,Kepler-221,c,Kepler-221 c,Transit,0,4,5.69058600,0.059000,,,,,0.261,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,389.55,389.55,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,,0.1051000,2455007.048650,2014,Kepler,http://exoplanet.eu/catalog/kepler-221_c/,http://exoplanets.org/detail/Kepler-221_c
2376,Kepler-221,d,Kepler-221 d,Transit,0,4,10.04156000,0.087000,,,,,0.244,,0,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,389.55,389.55,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,,0.1054000,2454970.084560,2014,Kepler,http://exoplanet.eu/catalog/kepler-221_d/,http://exoplanets.org/detail/Kepler-221_d
2377,Kepler-221,e,Kepler-221 e,Transit,0,4,18.36991700,0.130000,,,,,0.235,,1,1,0,1,19h46m37.14s,296.654765,+46d50m07.0s,46.835270,389.55,389.55,13.749,Kepler-band,13.749,5243.00,,0.82,2014-05-14,,0.0935000,2454964.860480,2014,Kepler,http://exoplanet.eu/catalog/kepler-221_e/,http://exoplanets.org/detail/Kepler-221_e
2378,Kepler-222,b,Kepler-222 b,Transit,0,3,3.93698100,0.048000,,,,,0.282,,0,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,775.61,775.61,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,,0.0762000,2455002.650760,2014,Kepler,http://exoplanet.eu/catalog/kepler-222_b/,http://exoplanets.org/detail/Kepler-222_b
2379,Kepler-222,c,Kepler-222 c,Transit,0,3,10.08881000,0.091000,,,,,0.414,,1,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,775.61,775.61,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,,0.0714000,2455006.082630,2014,Kepler,http://exoplanet.eu/catalog/kepler-222_c/,http://exoplanets.org/detail/Kepler-222_c
2380,Kepler-222,d,Kepler-222 d,Transit,0,3,28.08191200,0.180000,,,,,0.329,,1,1,0,1,19h11m37.46s,287.906100,+46d56m16.0s,46.937767,775.61,775.61,15.063,Kepler-band,15.060,5433.00,,0.87,2014-05-14,,0.1892000,2455027.914040,2014,Kepler,http://exoplanet.eu/catalog/kepler-222_d/,http://exoplanets.org/detail/Kepler-222_d
2381,Kepler-223,b,Kepler-223 b,Transit,0,4,7.38449000,,0.078000,90.000,0.02328,Mass,0.267,1.54000,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,1960.49,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,,,2455701.515500,2014,Kepler,http://exoplanet.eu/catalog/kepler-223_b/,http://exoplanets.org/detail/Kepler-223_b
2382,Kepler-223,c,Kepler-223 c,Transit,0,4,9.84564000,,0.150000,90.000,0.01605,Mass,0.307,0.71000,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,1960.49,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,,,2455700.145900,2014,Kepler,http://exoplanet.eu/catalog/kepler-223_c/,http://exoplanets.org/detail/Kepler-223_c
2383,Kepler-223,d,Kepler-223 d,Transit,0,4,14.78869000,,0.037000,87.940,0.02517,Mass,0.467,0.31000,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,1960.49,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,,,2455704.850400,2014,Kepler,http://exoplanet.eu/catalog/kepler-223_d/,http://exoplanets.org/detail/Kepler-223_d
2384,Kepler-223,e,Kepler-223 e,Transit,0,4,19.72567000,,0.051000,88.000,0.01510,Mass,0.410,0.28000,1,1,0,1,19h53m16.41s,298.318356,+47d16m46.2s,47.279495,1960.49,1960.49,15.344,Kepler-band,15.395,,1.12,1.72,2016-08-04,,,2455717.523700,2014,Kepler,http://exoplanet.eu/catalog/kepler-223_e/,http://exoplanets.org/detail/Kepler-223_e
2385,Kepler-224,b,Kepler-224 b,Transit,0,4,3.13292400,0.038000,,,,,0.124,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,799.75,15.644,Kepler-band,15.636,5018.00,,0.68,2014-05-14,,0.0847000,2454968.675440,2014,Kepler,http://exoplanet.eu/catalog/kepler-224_b/,http://exoplanets.org/detail/Kepler-224_b
2386,Kepler-224,c,Kepler-224 c,Transit,0,4,5.92500300,0.058000,,,,,0.278,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,799.75,15.644,Kepler-band,15.636,5018.00,,0.68,2014-05-14,,0.1185000,2455002.715080,2014,Kepler,http://exoplanet.eu/catalog/kepler-224_c/,http://exoplanets.org/detail/Kepler-224_c
2387,Kepler-224,d,Kepler-224 d,Transit,0,4,11.34939300,0.089000,,,,,0.205,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,799.75,15.644,Kepler-band,15.636,5018.00,,0.68,2014-05-14,,0.1297000,2454967.316020,2014,Kepler,http://exoplanet.eu/catalog/kepler-224_d/,http://exoplanets.org/detail/Kepler-224_d
2388,Kepler-224,e,Kepler-224 e,Transit,0,4,18.64357700,0.124000,,,,,0.176,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,799.75,799.75,15.644,Kepler-band,15.636,5018.00,,0.68,2014-05-14,,0.0769000,2454974.624630,2014,Kepler,http://exoplanet.eu/catalog/kepler-224_e/,http://exoplanets.org/detail/Kepler-224_e
2389,Kepler-225,b,Kepler-225 b,Transit,0,2,6.73897500,0.056000,,,,,0.107,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,569.99,15.962,Kepler-band,15.950,3682.00,,0.48,2014-05-14,,0.1257000,2454968.276580,2014,Kepler,http://exoplanet.eu/catalog/kepler-225_b/,http://exoplanets.org/detail/Kepler-225_b
2390,Kepler-225,c,Kepler-225 c,Transit,0,2,18.79423400,0.111000,,,,,0.164,,0,1,0,1,19h28m46.56s,292.193984,+47d27m25.5s,47.457096,569.99,569.99,15.962,Kepler-band,15.950,3682.00,,0.48,2014-05-14,,0.1366000,2455010.793500,2014,Kepler,http://exoplanet.eu/catalog/kepler-225_c/,http://exoplanets.org/detail/Kepler-225_c
2391,Kepler-226,b,Kepler-226 b,Transit,0,3,3.94099700,0.047000,,,,,0.138,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,1008.14,15.416,Kepler-band,15.403,5571.00,,0.80,2014-05-14,,0.1082000,2454969.093370,2014,Kepler,http://exoplanet.eu/catalog/kepler-226_b/,http://exoplanets.org/detail/Kepler-226_b
2392,Kepler-226,c,Kepler-226 c,Transit,0,3,5.34955500,0.058000,,,,,0.203,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,1008.14,15.416,Kepler-band,15.403,5571.00,,0.80,2014-05-14,,0.1271000,2455004.805990,2014,Kepler,http://exoplanet.eu/catalog/kepler-226_c/,http://exoplanets.org/detail/Kepler-226_c
2393,Kepler-226,d,Kepler-226 d,Transit,0,3,8.10904400,0.076000,,,,,0.109,,0,1,0,1,19h29m30.27s,292.376129,+47d52m51.6s,47.880989,1008.14,1008.14,15.416,Kepler-band,15.403,5571.00,,0.80,2014-05-14,,0.1541000,2454965.803330,2014,Kepler,http://exoplanet.eu/catalog/kepler-226_d/,http://exoplanets.org/detail/Kepler-226_d
2394,Kepler-227,b,Kepler-227 b,Transit,0,2,9.48801500,0.090000,,,,,0.277,,0,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.50,1117.50,15.347,Kepler-band,15.323,5854.00,,1.09,2014-05-14,,0.1297000,2455003.538990,2014,Kepler,http://exoplanet.eu/catalog/kepler-227_b/,http://exoplanets.org/detail/Kepler-227_b
2395,Kepler-227,c,Kepler-227 c,Transit,0,2,54.41869400,0.290000,,,,,0.271,,1,1,0,1,19h27m44.22s,291.934236,+48d08m29.9s,48.141651,1117.50,1117.50,15.347,Kepler-band,15.323,5854.00,,1.09,2014-05-14,,0.1880000,2454995.510380,2014,Kepler,http://exoplanet.eu/catalog/kepler-227_c/,http://exoplanets.org/detail/Kepler-227_c
2396,Kepler-228,b,Kepler-228 b,Transit,0,3,2.56654600,0.038000,,,,,0.136,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,1724.60,15.714,Kepler-band,15.704,6043.00,,1.01,2014-05-14,,0.0970000,2455012.553600,2014,Kepler,http://exoplanet.eu/catalog/kepler-228_b/,http://exoplanets.org/detail/Kepler-228_b
2397,Kepler-228,c,Kepler-228 c,Transit,0,3,4.13444400,0.052000,,,,,0.241,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,1724.60,15.714,Kepler-band,15.704,6043.00,,1.01,2014-05-14,,0.1301000,2455005.976780,2014,Kepler,http://exoplanet.eu/catalog/kepler-228_c/,http://exoplanets.org/detail/Kepler-228_c
2398,Kepler-228,d,Kepler-228 d,Transit,0,3,11.09428600,0.101000,,,,,0.360,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,1724.60,1724.60,15.714,Kepler-band,15.704,6043.00,,1.01,2014-05-14,,0.1913000,2455004.201230,2014,Kepler,http://exoplanet.eu/catalog/kepler-228_d/,http://exoplanets.org/detail/Kepler-228_d
2399,Kepler-229,b,Kepler-229 b,Transit,0,3,6.25297200,0.062000,,,,,0.196,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,845.88,15.841,Kepler-band,15.826,5120.00,,0.73,2014-05-14,,0.1100000,2455004.298840,2014,Kepler,http://exoplanet.eu/catalog/kepler-229_b/,http://exoplanets.org/detail/Kepler-229_b
2400,Kepler-229,c,Kepler-229 c,Transit,0,3,16.06863800,0.117000,,,,,0.439,,0,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,845.88,15.841,Kepler-band,15.826,5120.00,,0.73,2014-05-14,,0.1478000,2455006.621650,2014,Kepler,http://exoplanet.eu/catalog/kepler-229_c/,http://exoplanets.org/detail/Kepler-229_c
2401,Kepler-229,d,Kepler-229 d,Transit,0,3,41.19491200,0.220000,,,,,0.343,,1,1,0,1,19h07m59.87s,286.999471,+48d22m32.9s,48.375797,845.88,845.88,15.841,Kepler-band,15.826,5120.00,,0.73,2014-05-14,,0.2092000,2454998.023650,2014,Kepler,http://exoplanet.eu/catalog/kepler-229_d/,http://exoplanets.org/detail/Kepler-229_d
2402,Kepler-23,b,Kepler-23 b,Transit,0,3,7.10730000,0.075000,,,0.80000,Mass,0.170,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,856.34,13.438,Kepler-band,13.401,5828.00,,1.55,2014-05-14,,0.1988000,2454971.302200,2011,Kepler,http://exoplanet.eu/catalog/kepler-23_b/,http://exoplanets.org/detail/Kepler-23_b
2403,Kepler-23,c,Kepler-23 c,Transit,0,3,10.74210000,0.099000,,,2.70000,Mass,0.285,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,856.34,13.438,Kepler-band,13.401,5828.00,,1.55,2014-05-14,,0.2554000,2454966.292600,2011,Kepler,http://exoplanet.eu/catalog/kepler-23_c/,http://exoplanets.org/detail/Kepler-23_c
2404,Kepler-23,d,Kepler-23 d,Transit,0,3,15.27429900,0.124000,,,,,0.196,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,856.34,13.438,Kepler-band,13.401,5828.00,,1.55,2014-05-14,,0.2539000,2454980.582530,2014,Kepler,http://exoplanet.eu/catalog/kepler-23_d/,http://exoplanets.org/detail/Kepler-23_d
2405,Kepler-230,b,Kepler-230 b,Transit,0,2,32.62555500,0.191000,,,,,0.380,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,756.73,15.082,Kepler-band,15.073,5588.00,,0.82,2014-05-14,,0.2410000,2455027.137420,2014,Kepler,http://exoplanet.eu/catalog/kepler-230_b/,http://exoplanets.org/detail/Kepler-230_b
2406,Kepler-230,c,Kepler-230 c,Transit,0,2,91.77324200,0.380000,,,,,0.182,,1,1,0,1,19h02m52.45s,285.718538,+48d30m21.1s,48.505859,756.73,756.73,15.082,Kepler-band,15.073,5588.00,,0.82,2014-05-14,,0.2514000,2455026.830730,2014,Kepler,http://exoplanet.eu/catalog/kepler-230_c/,http://exoplanets.org/detail/Kepler-230_c
2407,Kepler-231,b,Kepler-231 b,Transit,0,2,10.06527500,0.074000,,,,,0.154,,0,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,319.49,15.385,Kepler-band,15.390,3767.00,,0.49,2014-05-14,,0.0600000,2454969.281850,2014,Kepler,http://exoplanet.eu/catalog/kepler-231_b/,http://exoplanets.org/detail/Kepler-231_b
2408,Kepler-231,c,Kepler-231 c,Transit,0,2,19.27156600,0.114000,,,,,0.172,,1,1,0,1,19h35m53.60s,293.973353,+50d31m54.9s,50.531914,319.49,319.49,15.385,Kepler-band,15.390,3767.00,,0.49,2014-05-14,,0.1337000,2455019.769070,2014,Kepler,http://exoplanet.eu/catalog/kepler-231_c/,http://exoplanets.org/detail/Kepler-231_c
2409,Kepler-232,b,Kepler-232 b,Transit,0,2,4.43122200,0.054000,,,,,0.275,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,1402.96,15.367,Kepler-band,15.320,5847.00,,0.97,2014-05-14,,0.1322000,2455004.015510,2014,Kepler,http://exoplanet.eu/catalog/kepler-232_b/,http://exoplanets.org/detail/Kepler-232_b
2410,Kepler-232,c,Kepler-232 c,Transit,0,2,11.37934900,0.101000,,,,,0.342,,0,1,0,1,19h43m15.88s,295.816158,+51d07m18.3s,51.121742,1402.96,1402.96,15.367,Kepler-band,15.320,5847.00,,0.97,2014-05-14,,0.1088000,2454966.850180,2014,Kepler,http://exoplanet.eu/catalog/kepler-232_c/,http://exoplanets.org/detail/Kepler-232_c
2411,Kepler-233,b,Kepler-233 b,Transit,0,2,8.47238200,0.077000,,,,,0.217,,0,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,877.73,15.339,Kepler-band,15.326,5360.00,,0.76,2014-05-14,,0.1124000,2455007.162120,2014,Kepler,http://exoplanet.eu/catalog/kepler-233_b/,http://exoplanets.org/detail/Kepler-233_b
2412,Kepler-233,c,Kepler-233 c,Transit,0,2,60.41895500,0.287000,,,,,0.242,,1,1,0,1,19h45m27.97s,296.366522,+51d19m10.3s,51.319523,877.73,877.73,15.339,Kepler-band,15.326,5360.00,,0.76,2014-05-14,,0.2341000,2455014.161520,2014,Kepler,http://exoplanet.eu/catalog/kepler-233_c/,http://exoplanets.org/detail/Kepler-233_c
2413,Kepler-234,b,Kepler-234 b,Transit,0,2,2.71150600,0.040000,,,,,0.330,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,1821.01,15.541,Kepler-band,15.501,6224.00,,1.11,2014-05-14,,0.1323000,2455003.035130,2014,Kepler,http://exoplanet.eu/catalog/kepler-234_b/,http://exoplanets.org/detail/Kepler-234_b
2414,Kepler-234,c,Kepler-234 c,Transit,0,2,7.21205000,0.077000,,,,,0.313,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,1821.01,1821.01,15.541,Kepler-band,15.501,6224.00,,1.11,2014-05-14,,0.1683000,2455005.816640,2014,Kepler,http://exoplanet.eu/catalog/kepler-234_c/,http://exoplanets.org/detail/Kepler-234_c
2415,Kepler-235,b,Kepler-235 b,Transit,0,4,3.34022200,0.037000,,,,,0.199,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,433.24,15.954,Kepler-band,15.969,4255.00,,0.55,2014-05-14,,0.0802000,2455004.977870,2014,Kepler,http://exoplanet.eu/catalog/kepler-235_b/,http://exoplanets.org/detail/Kepler-235_b
2416,Kepler-235,c,Kepler-235 c,Transit,0,4,7.82490400,0.065000,,,,,0.114,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,433.24,15.954,Kepler-band,15.969,4255.00,,0.55,2014-05-14,,0.0924000,2454969.555670,2014,Kepler,http://exoplanet.eu/catalog/kepler-235_c/,http://exoplanets.org/detail/Kepler-235_c
2417,Kepler-235,d,Kepler-235 d,Transit,0,4,20.06054800,0.122000,,,,,0.183,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,433.24,15.954,Kepler-band,15.969,4255.00,,0.55,2014-05-14,,0.1380000,2454980.461490,2014,Kepler,http://exoplanet.eu/catalog/kepler-235_d/,http://exoplanets.org/detail/Kepler-235_d
2418,Kepler-235,e,Kepler-235 e,Transit,0,4,46.18366900,0.213000,,,,,0.198,,0,1,0,1,19h04m18.98s,286.079103,+39d16m41.9s,39.278313,433.24,433.24,15.954,Kepler-band,15.969,4255.00,,0.55,2014-05-14,,0.2014000,2454998.239320,2014,Kepler,http://exoplanet.eu/catalog/kepler-235_e/,http://exoplanets.org/detail/Kepler-235_e
